crop_type,region,season,soil_type,irrigation_method,temperature_C,humidity_percent,rainfall_mm,leaf_wetness_hrs,soil_pH,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,days_since_last_rain,plant_age_days,pesticide_applied,fertilizer_kg_ha,disease_label
maize,SOUTH,kharif,Silty,,27.719366145972558,75.297132646411,14.22977206913961,21.20078670256651,7.288190443117848,124.72959045433191,57.21552807214179,42.53912634060113,21.0,88.0,1.0,-5.0,Bacterial
WHEAT,East,Zaid,sandy,Flood,33.06854518584692,73.21294731872268,3.051828148707558,23.241742020705356,5.963756061653665,143.06836276771335,56.947603226599966,71.2642321814123,22.0,45.0,1.0,46.92557387181519,Bacterial
Wheat,South,Kharif,,Drip,33.2753496135217,78.8004050384845,24.269147058725615,21.21370376841269,6.193090638176241,95.3416683807092,53.04773068225922,79.41897989326802,5.0,24.0,1.0,78.47761279018438,Bacterial
WHEAT,East,,,Drip,25.86005445962303,52.54553993258756,9.122168701098435,23.332965008889882,6.481628699221016,168.4926891982867,61.29032559461364,44.686031623466356,18.0,88.0,1.0,42.329046525444845,Healthy
WHEAT,North,,CLAY,,25.795567307397427,81.65861749918466,2.7717986567622503,18.64899456713183,7.9351612500109905,67.22930123432079,60.26953816365919,116.69057115783613,29.0,55.0,0.0,5.110561138036971,Fungal
Soybean,West,,Sandy,,23.802315222326108,76.52314396185002,42.90937773525763,21.29175311869337,,110.23148960826767,64.38468266917914,,39.0,47.0,0.0,66.31155915400629,Fungal
Soybean,,,loamy,Drip,22.44458200545199,,33.99262839128952,11.79483695671023,5.799637031461424,107.2578912887354,34.835301463065434,,45.0,30.0,0.0,12.344429843788554,Healthy
Wheat,South,,Silty,Drip,27.907640492759754,83.15193194376266,70.03957469687148,8.290537518194125,6.7763117027375275,96.30557646532915,75.4305100357326,72.03871935473879,10.0,10.0,0.0,68.5494111831966,Fungal
rice,,,Sandy,,31.80786221826328,43.06445328263955,14.397582091439958,23.993055115547214,3.6944881880614053,53.871729444736644,57.51872091898288,101.08117554988307,16.0,98.0,0.0,-14.97360613981914,Pest Damage
Rice,north,RABI,,,24.67768073548912,50.830313989847376,5.839091869130074,2.3462376961531577,6.391308648021428,156.40211504770136,66.80976482895366,79.02975525337312,28.0,114.0,0.0,67.09038877159965,Healthy
WHEAT,north,Rabi,sandy,,23.029380153119817,56.93613505846212,,22.996767427228725,6.069816341697566,,57.41875654924285,106.09526186560424,47.0,34.0,1.0,51.365280725142775,Healthy
Soybean,East,Zaid,CLAY,Sprinkler,,51.823018610183354,60.33071586728972,10.340983201225587,6.0641089088347435,134.96337259817224,38.6898722314578,111.20355877524503,18.0,60.0,0.0,66.95359634027474,Healthy
maize,north,Kharif,Clay,drip,27.85083785046484,66.45898186562013,11.069123752122971,0.5371994728143656,6.428989806192841,98.21110382166064,110.62697269025472,31.18059505003361,46.0,27.0,1.0,24.404532377323818,Healthy
Cotton,,kharif,Loamy,drip,35.644594128391596,58.129163094842724,11.774888057805848,19.272394318146894,6.888406320961775,104.8309912520926,62.5194868657997,56.48381358518333,43.0,13.0,1.0,70.00261370350896,Pest Damage
Soybean,,,,Flood,29.98760810019584,84.66018795942611,6.387256434204972,10.661200500855461,5.3178213643787435,109.9126946539367,28.444625171136067,95.99333066037568,47.0,54.0,1.0,53.317833708030754,Fungal
Cotton,SOUTH,RABI,,Sprinkler,25.531432295444702,73.24233460274878,172.24520001256604,19.168467201206337,7.064520708175823,112.80965522183777,58.15950583441727,,11.0,32.0,1.0,49.04161434633982,Fungal
cotton,,kharif,sandy,Rainfed,,76.72761876487272,136.8272284957752,1.075595291171104,,143.85285097646397,52.15382538580487,110.03001596755571,59.0,34.0,1.0,18.88580134955491,Bacterial
Maize,,Rabi,loamy,drip,29.711175521013445,65.75060851600745,42.923880197278834,23.379516043060597,7.895137668851891,105.1640240158923,56.75502330295052,118.3247191780055,56.0,39.0,1.0,66.98234035830646,Healthy
Rice,,RABI,Clay,Flood,29.189100869402054,94.31180782503041,9.673593931375045,16.104910914414162,7.428780050038827,94.29822282508394,27.277164688419184,80.63432029673115,20.0,104.0,0.0,53.39546661003984,Fungal
Soybean,,,sandy,Rainfed,28.509243303911987,82.5366650845454,58.19258020795847,1.1519083499746534,6.2979529326143435,124.39867114475004,60.599141558900605,62.264925700085556,58.0,95.0,1.0,36.409488073176135,Fungal
Soybean,Central,,sandy,FLOOD,,57.62102837745773,35.07640026091347,0.11152262976065774,7.388973543862373,121.27648823079933,42.547301326250874,109.04306967606203,14.0,87.0,1.0,62.009264114444846,Bacterial
cotton,,,Sandy,Sprinkler,34.90394358653879,60.28316500096352,55.38241678113954,,5.2566570674622835,135.10538417917405,89.51397169308494,66.6499403192602,29.0,55.0,1.0,25.81815696145979,Pest Damage
Rice,North,Kharif,,,28.70852958000809,84.19862961343037,78.7619322640431,23.435983172646267,5.360087477251412,161.66265999937494,57.86290817598465,43.76003324633604,56.0,37.0,0.0,80.68178069368957,Bacterial
cotton,Central,Zaid,Sandy,,27.694040036218965,73.2462222516935,15.336856653379048,12.575987749279514,7.898516505915316,107.79035002136261,74.37814966340771,129.7865512132574,,47.0,1.0,37.14098081501602,Fungal
Soybean,East,,CLAY,Drip,28.18357503328818,66.76336512251709,97.99644489549561,8.493465142021597,6.056013511087869,147.9650490812774,77.68237437242868,67.11853559383886,16.0,43.0,1.0,57.34872301848006,Pest Damage
Wheat,North,Zaid,Clay,FLOOD,27.63140385813355,67.22833543225744,91.5308529136768,22.534222452816095,7.461975328943765,124.26430564028064,68.92848213749149,118.86889755418164,29.0,,1.0,44.66304908469646,Healthy
Rice,,,Loamy,,26.76785029887279,61.332478575000295,31.68605108069027,23.61488669745124,6.172353310559824,150.7315449014098,63.24740112266122,49.19012740974949,20.0,85.0,0.0,29.13639183328303,Healthy
rice,,Kharif,Clay,,23.479153929221123,60.51653218717701,46.15293662848544,18.827635350456905,7.098510812115366,156.96392048065366,81.95602770355467,79.31016437466887,,67.0,1.0,47.31433191680094,Healthy
Rice,north,kharif,Loamy,drip,30.98289648006287,80.52950258209442,21.17560115921939,17.229954094792355,6.040854722566572,97.28128134058338,47.56644852418991,86.33559170673733,27.0,53.0,1.0,58.793551113465995,Fungal
Maize,north,Rabi,Loamy,Drip,28.764193412140628,69.47719048527848,42.580348185447974,,5.225635920403593,179.3841662457355,74.96710564862009,139.91755603992505,19.0,45.0,0.0,48.610611346120315,Fungal
cotton,Central,Rabi,sandy,FLOOD,37.008636147864436,48.03174574692429,31.84783459310268,7.52838367169466,7.27782898231199,125.43293775581283,51.6877249897655,105.78041479882188,50.0,110.0,1.0,46.37267080202617,Bacterial
rice,SOUTH,kharif,Sandy,Rainfed,34.35591635783949,63.427147392660046,15.592720024780146,22.204229877499387,7.949522822641754,85.58086914592582,61.822753362088136,28.680626218073932,18.0,42.0,1.0,78.037735075015,Pest Damage
rice,SOUTH,RABI,Silty,Flood,29.45607972265957,75.59139170042826,15.593822944314295,8.83525938825306,4.9584699364085685,85.83202046913337,35.799692172554096,138.80839064328202,23.0,76.0,1.0,39.39934232020157,Fungal
Wheat,Central,Rabi,Loamy,FLOOD,25.45268544702933,71.05134631419006,42.1837480780842,8.02990968301765,6.670260655400508,164.19401310794305,33.92232766226701,130.68565012278884,10.0,103.0,0.0,82.539740070237,Fungal
cotton,West,Rabi,Silty,Sprinkler,26.244624697267316,53.14286387885156,125.51767636276507,12.89233574917239,6.343379872246142,159.4306222305713,58.486169328786524,62.51578496759612,25.0,66.0,1.0,53.939364392477884,Healthy
Cotton,West,Zaid,loamy,,24.748870428582933,53.89077452109074,9.003231087682899,10.746872673516425,7.387185193701428,152.89570248067764,81.43530107488098,51.70669263268459,,117.0,1.0,52.47751599256712,Healthy
cotton,East,Zaid,loamy,drip,,72.26058437449039,19.938537582885573,20.611149094389823,7.013134981853326,103.76356820164962,55.94567375957245,109.96176927975888,39.0,98.0,1.0,52.26559931766573,Bacterial
Cotton,Central,Kharif,Loamy,Rainfed,,75.11813487639441,65.53596913621705,1.9607056474133628,6.77367200559076,108.79089711340455,93.79657228529561,89.93865249779992,59.0,18.0,1.0,47.21351292467629,Fungal
Cotton,North,Rabi,,,30.30769470956216,40.43282008134901,5.2504547921829605,15.809984467469246,5.176007887394227,72.72813491349689,67.9492858414294,92.05121248720465,,11.0,1.0,39.920048428441106,Pest Damage
rice,South,Kharif,Clay,Sprinkler,28.104814489491798,,205.76751646814145,16.73256449187034,7.096306358028707,111.24374428621176,56.634487405456476,122.2324598251855,44.0,23.0,0.0,72.87164046131366,Healthy
WHEAT,East,RABI,,Rainfed,25.00171499693733,,45.34536736256168,21.122706299990853,6.2711424744067905,125.11920280830813,89.62966769575628,8.067505954175601,37.0,55.0,0.0,20.323514294529406,Healthy
rice,,Rabi,CLAY,Drip,16.934904125714667,81.08121752349345,96.67517852824405,9.978825706721265,5.757526027415519,165.00537296425873,86.17942155191136,98.29984503894043,14.0,115.0,1.0,13.607299371931035,Fungal
Rice,north,Rabi,Clay,Sprinkler,23.360436517874263,62.72654893153484,72.81958051989318,7.080128246867961,6.84076286651142,111.73580976652333,32.76460299924736,45.110136635633935,12.0,33.0,0.0,70.4874688484337,Healthy
maize,South,kharif,Sandy,Flood,25.058482069830568,52.106436810482215,,15.037460696823477,6.17635575237974,109.98857942939108,59.23643641423434,86.18945373747522,16.0,50.0,0.0,13.443049389228605,Healthy
Rice,West,Zaid,Sandy,drip,32.30163651569866,75.0762472710137,1.3381789047846628,17.398201676881406,7.628153589223224,128.68151432525724,70.26274886550178,106.53895739217224,13.0,38.0,0.0,103.68334757409926,Bacterial
WHEAT,north,,CLAY,,27.538035815262297,58.70723575888593,20.868460801232946,4.103502639421378,6.409929281418258,,74.41433376139985,25.716909042229815,18.0,96.0,0.0,60.27457333698857,Healthy
Wheat,SOUTH,,,drip,38.703675150437505,80.12309510801151,9.018970345685359,3.7959269927763684,7.286321668813589,166.58403699616105,72.17928445577753,101.3232766260685,41.0,57.0,0.0,82.32440497556269,Bacterial
WHEAT,SOUTH,kharif,Loamy,FLOOD,21.804947352356077,65.77641948270741,82.02120615050592,6.326475368926642,7.432945062871505,99.01733720241572,56.70348747276882,97.41701116912016,26.0,86.0,1.0,66.76871775495289,Healthy
Maize,north,Kharif,sandy,Drip,22.179003437471295,64.67430284719444,45.61317069249423,5.950015698211299,6.925881891881703,114.87104884876567,53.78926720680155,70.57674170056816,13.0,35.0,0.0,31.84309913336756,Healthy
Cotton,north,kharif,Sandy,Sprinkler,29.181925677593206,88.8663214851633,4.530031903266884,18.015698563044687,4.825665717657618,124.10862634027282,57.89721457005559,102.76224187186264,1.0,95.0,1.0,37.99540341611349,Fungal
rice,West,,,Drip,32.853987292716,34.32040259693132,17.826351381561643,12.736862340517616,6.148361414835031,112.01245569654334,45.007518454419795,104.42426684493748,6.0,113.0,0.0,-0.737848652072671,Pest Damage
Soybean,South,Rabi,Silty,drip,26.486098773132298,92.31569146484578,2.8730826138065604,13.146980480897444,5.328418377384681,101.38526907882235,32.71224276354597,139.12624849615503,,32.0,0.0,71.75573555804162,Fungal
Wheat,South,,Clay,,29.137948935509005,64.78069819524222,53.88242720016591,0.3528519827333936,5.161967006010845,112.29088224845299,70.34846949058092,37.87696765828977,20.0,104.0,1.0,61.07450609640833,Bacterial
Wheat,South,Kharif,CLAY,Sprinkler,24.37414829008638,71.8752793780927,21.673253217515406,23.862180585146877,3.691237858038422,83.45412109397404,71.51984062119655,54.87281207178781,31.0,39.0,0.0,84.10762638637019,Healthy
Rice,South,,CLAY,Sprinkler,22.656277211779614,69.734673905464,10.682316496206838,19.91496186001338,5.593515055977634,101.81262911207237,95.12475378255417,69.52192957307207,55.0,,0.0,30.73964040787285,Bacterial
Maize,South,Rabi,sandy,Sprinkler,22.993461121393672,56.649071194918605,999.0,10.647947900897798,6.405448754724281,83.00828321895088,48.18780185652513,60.96082602201466,52.0,99.0,0.0,62.13478491507989,Healthy
Wheat,South,,sandy,Drip,31.513050984865497,91.86282420786434,1.718155398500438,1.6051732617577334,6.645480977482158,120.36403966239266,67.314799984386,45.99217495603861,40.0,111.0,1.0,80.88066914770418,Bacterial
Cotton,North,kharif,sandy,Drip,30.655185053332943,68.48726355362903,11.898233258233066,16.662911567047864,6.708571118325684,108.25302901893888,54.913092009531155,58.368922718853796,38.0,70.0,1.0,35.600326323649334,Bacterial
Soybean,north,,Sandy,Drip,120.0,50.581733586597984,7.709628218109227,12.841107440328432,7.096498163820501,103.63523220905327,,65.0405731505328,55.0,65.0,1.0,69.63075103168599,Pest Damage
Cotton,,kharif,Loamy,,29.18487391096992,94.40854370888005,106.73990884612866,16.260933724062077,6.4092167555220305,120.47907012508189,47.37000404983469,94.50322183552426,4.0,14.0,1.0,54.077533777841126,Fungal
Rice,,RABI,,,25.64510743641169,54.53253753101288,18.935247055120247,16.261859533750215,5.813665855966481,45.79855963192432,,,52.0,119.0,0.0,,Healthy
Wheat,South,Kharif,,,20.7280589985371,59.798518797745736,35.12830415961751,3.7136247236425293,6.564267664268326,110.48981138795496,87.68518418325127,36.7791485920324,,15.0,1.0,50.81248288643942,Healthy
Maize,north,Zaid,Clay,Flood,37.18622475939728,52.001349343431706,27.96193842307366,7.891436440617897,5.092311835427755,125.83849387111918,,94.13505103132694,37.0,74.0,1.0,69.23726883908714,Pest Damage
WHEAT,East,Kharif,Sandy,drip,30.113008629562238,81.66808302895282,43.05895142824512,0.4262412175794772,6.227452004564446,,68.10339575042943,72.30071239020363,10.0,29.0,1.0,49.68121774071881,Fungal
Soybean,,,Sandy,,32.09578552979705,69.88553885545845,13.091083404550062,23.574307766753904,7.584286784529806,138.27365950786964,48.078624821660014,40.31807233381908,53.0,36.0,1.0,32.97106775857799,Bacterial
Wheat,East,Rabi,Loamy,Drip,27.34149256206358,68.28047169063436,5.148785990241944,19.355171828244067,5.321305168962528,158.11465712797605,30.736295971825026,107.2908819494166,38.0,42.0,1.0,27.184064469584605,Healthy
WHEAT,north,Kharif,Loamy,Drip,24.70716705317282,72.87945532003553,3.3984275080974786,22.291405412942733,6.141440465990685,76.99729542424585,56.881467533922624,24.435974430884492,48.0,94.0,1.0,48.646035043301744,Fungal
Maize,West,Rabi,Clay,Flood,26.8424430821132,69.59827613658487,8.596945316563204,1.0591352925867383,6.244205344559496,151.39470999326227,98.28089329316103,45.71344628809169,34.0,84.0,1.0,51.47225163824218,Healthy
WHEAT,north,Rabi,,FLOOD,33.15742874562352,39.3418309995506,26.375310961102162,12.008327905767828,7.347676984822241,128.9638195220426,43.68905716609602,84.99528365835292,12.0,119.0,0.0,53.461279983865246,Pest Damage
rice,,Kharif,,,30.565829889749562,65.55264779727705,10.768933445803272,17.938410017116645,6.255452228926308,103.89026100615072,40.67004003508555,103.15019950425616,26.0,74.0,1.0,20.537000419443952,Bacterial
rice,,,Sandy,FLOOD,38.11928686881434,58.353923203391254,22.766594936593055,2.488913956610948,8.054115884103078,123.24289894011824,42.48922219457249,77.85560746242689,0.0,116.0,0.0,36.92559600082568,Pest Damage
Wheat,East,kharif,Silty,FLOOD,26.05824882587654,70.86135777807715,-1.0,18.650086949884052,6.9881529256834485,213.76392716865092,96.14149433286931,,54.0,23.0,0.0,37.07656825568843,Healthy
Maize,north,,CLAY,FLOOD,31.056514141865293,82.2879831124458,39.506217023631926,15.540054540508603,7.082035860178591,,82.10726867329882,111.62339769703867,50.0,92.0,1.0,76.74444624520366,Bacterial
Cotton,,,loamy,Rainfed,36.19517775868496,50.49833875620644,84.20238772672332,23.63892727083899,6.181548196659437,122.40995031211837,72.6742172867493,63.8438499059025,48.0,12.0,1.0,10.00068051845794,Bacterial
Cotton,north,,sandy,Rainfed,30.835935313707594,79.08441843684034,1.9503840646571249,3.380779140318637,4.519292749993131,145.7718804377265,87.08597811011532,79.95646397879618,39.0,24.0,1.0,41.044496998599726,Fungal
rice,,,Silty,,34.6610885721528,56.106098314944475,9.838055676089958,15.102654919468296,,113.4310156902129,78.13272678966992,70.23932529306443,8.0,38.0,0.0,54.851785779086676,Pest Damage
Cotton,Central,,Clay,Sprinkler,,,15.295561366534514,22.73122469482547,5.462466861660218,96.2252301314193,57.83529120519395,59.88276729586583,54.0,63.0,1.0,29.001431187301115,Pest Damage
maize,Central,,Loamy,Drip,35.189580811550684,59.59784420896028,13.544453070634425,17.848065938539833,8.229392849185793,162.12130774937881,50.99768999077536,61.00469945312251,35.0,57.0,0.0,54.293101333340005,Pest Damage
maize,SOUTH,Kharif,CLAY,Drip,24.819483213520527,66.39037423455412,1.6489311045087565,8.067551414044289,7.42582527852245,76.81958324282844,80.57334326109851,80.06106854637419,43.0,74.0,1.0,30.1200033808299,Bacterial
maize,West,,,Sprinkler,29.12772525789692,57.78770986183672,4.50787106918585,2.862020002780551,5.726918156995373,121.29530332636408,62.22956137308028,46.00979074474827,5.0,27.0,1.0,62.012615987291994,Healthy
Rice,SOUTH,,sandy,,28.773215402510978,58.25147187821376,97.42719536179081,23.130396018216786,6.810570622151148,118.05606844193468,41.66545627463258,81.21812555076588,42.0,103.0,0.0,61.94671651222905,Healthy
rice,Central,RABI,Loamy,FLOOD,38.14354717066925,49.74987502911411,49.70325138279573,1.7256892075581636,5.75674954440684,95.0094396693826,70.48164277871132,55.60954349794122,10.0,19.0,1.0,40.793789473519176,Pest Damage
cotton,North,kharif,Sandy,,23.876635255895863,66.61440064841211,127.22282915566815,23.404042961330674,-1.0,80.46447341185547,53.610905193471226,101.3240079335003,33.0,72.0,1.0,67.84406726248405,Healthy
Wheat,North,,CLAY,,33.52846868237007,55.54367596686475,23.225761074658678,7.284280791060339,9.480458822874908,116.17534239370643,82.21380350675327,85.52459833525688,38.0,100.0,1.0,39.951995238306665,Bacterial
Maize,,Zaid,Silty,,32.642741992502614,58.19108964509311,84.48954475980977,20.64746663044431,5.231759920954941,130.98656730547242,40.645652255170646,,5.0,12.0,1.0,34.4475405469017,Bacterial
cotton,South,,Loamy,drip,38.45913301698931,71.80108909472173,67.8301719828798,13.303482694906986,5.6121627159544225,151.42597857335636,71.36126787327518,110.64634304687088,59.0,89.0,0.0,72.28490901056895,Bacterial
Maize,Central,Zaid,sandy,Drip,,47.01779794897579,83.1588038762186,21.902172706189255,7.459067010611877,96.857305276329,63.203519981077186,66.52531936131125,35.0,19.0,0.0,74.5748906020024,Pest Damage
Soybean,North,Kharif,loamy,Sprinkler,21.592600453795583,75.38943398748961,1.5976520048779945,10.238854358779214,7.087089788436867,96.46638336971407,63.65494855816002,107.8592016337321,47.0,81.0,1.0,55.512737436936774,Fungal
Soybean,South,RABI,,Rainfed,,76.92484108223469,42.2814268200802,20.39529515133661,5.47130208358432,165.78385402845396,65.56104702345182,58.583104094476106,,52.0,1.0,57.376573355919554,Fungal
Rice,,Kharif,Clay,,20.994560165017425,81.69160058952538,33.44643888352317,5.721241822312681,6.171104435920949,105.96435381342692,56.15682142002074,81.65841102301009,27.0,101.0,1.0,71.25606033545672,Healthy
rice,Central,Zaid,CLAY,Drip,32.11681394982398,59.650307889913876,31.517286643080183,11.201796459454345,6.557180338345355,109.9843371968175,70.02642586642604,20.30921231153002,5.0,65.0,1.0,53.99082523374674,Fungal
maize,north,RABI,Clay,Flood,18.088465091535937,55.323328505921296,28.078151112130968,20.311258909711626,6.1569154386558,156.56458227029876,65.62438654277362,92.13289692046587,7.0,48.0,1.0,48.7523759736626,Healthy
Cotton,East,Zaid,,,25.981284003971794,65.38284706595755,63.58081248543101,2.840680168495397,5.975183117291164,70.61720226719106,62.304625154941654,73.59900075442806,23.0,70.0,1.0,54.45854179694574,Fungal
Soybean,,,CLAY,FLOOD,36.70106549870968,56.929282205857405,137.75199655388593,17.487223018463407,4.993887599980839,83.9606457573611,84.12822805168972,93.33145550884352,46.0,102.0,1.0,37.86177188091608,Pest Damage
Wheat,East,Zaid,Loamy,Rainfed,32.16359498001603,69.96310893965672,70.62468686710803,10.48492388424281,8.203486765264593,161.75907010209494,33.13577526292492,108.26685594022173,14.0,,0.0,49.09142245053722,Pest Damage
Rice,East,Kharif,,FLOOD,29.84927667247012,61.82278724857252,81.73067190229114,12.317159005819924,6.936404217026097,101.95406975908459,71.73431425766765,108.12710780957691,55.0,22.0,0.0,35.154540985795435,Healthy
Maize,North,Zaid,,Sprinkler,24.91091128110082,69.3174819229633,,13.896766127790274,8.211924822079727,103.98152814010321,64.42149226028152,,56.0,99.0,1.0,52.42484355505936,Fungal
rice,north,,sandy,Sprinkler,39.000317498098894,57.184843376841386,46.92601213569061,6.615842133920001,5.853741276521232,106.50603432430712,70.03651377429401,109.05868282352755,51.0,66.0,1.0,28.79339293569434,Pest Damage
Wheat,north,,,drip,26.665515306935987,48.386211783869,21.484342736716457,2.3129255853799684,6.262866467064243,110.39354834164548,72.04857825605708,85.92568507105605,27.0,13.0,1.0,69.3853657746174,Healthy
cotton,north,Rabi,Sandy,drip,21.28098868194256,61.39563584747933,17.8693721280946,0.4478244605682695,6.940449050662054,106.2229984546876,73.1980295264579,103.62296263934826,55.0,43.0,1.0,42.19460387141446,Healthy
WHEAT,East,Zaid,Clay,Drip,-5.0,60.2877342706765,90.25914052460338,10.342130489688053,,124.27449585327616,52.29891863321715,90.62519421324095,8.0,27.0,1.0,51.85318458428488,Healthy
cotton,SOUTH,kharif,Silty,Sprinkler,32.52620656070998,61.68927150878308,94.24418510089023,6.452897571217751,7.586478512803301,157.58309465785226,46.96574010204733,101.75047978880481,32.0,31.0,1.0,40.22693422424817,Bacterial
rice,South,Zaid,Silty,Flood,16.46087705101956,55.67723531188558,45.855862585267666,15.190321893310516,5.704360165382963,95.89422326003702,69.43493825111527,88.81254636966939,27.0,84.0,,65.43980634064933,Healthy
rice,South,RABI,Sandy,,36.70191687587678,55.379833304133484,72.76741118640585,17.182509070190402,6.959087242113159,102.26652968392267,89.51029821484848,94.69032350662961,9.0,82.0,1.0,52.933089810175105,Pest Damage
Maize,Central,RABI,loamy,,25.484498150848143,90.02997266079092,17.87422400096498,12.089873900515549,6.5097865887998845,120.96151379933796,,37.06890051576174,50.0,107.0,1.0,57.917686494430725,Fungal
rice,North,,loamy,Sprinkler,25.772539666691202,89.16762672982775,22.749534991950174,14.855071612912806,6.611464871454674,167.1462233510186,39.74842448781163,72.08513851384606,24.0,50.0,1.0,38.8154283111665,Fungal
Rice,South,,Sandy,FLOOD,25.202224255182458,56.25667817998917,68.81841976897073,13.457907025112581,7.399266758100808,,75.8118558540562,89.01187813627706,3.0,91.0,0.0,52.46742960141797,Healthy
rice,,kharif,,Drip,17.196744686621447,73.12615844714861,20.303254368228316,0.10987322674290656,4.8978997079996915,93.0290189481572,43.32385630004365,101.87766618674345,30.0,31.0,1.0,79.42269329758645,Fungal
Rice,north,RABI,Loamy,,36.15490823776873,76.85231906308061,1.6315306039462405,20.20084617163605,5.185783092330985,59.41738031972737,66.25694862314758,98.91522100010069,12.0,50.0,1.0,36.50789369220057,Bacterial
cotton,,kharif,Clay,Drip,32.80611842313001,64.67453108641732,17.434808712110463,1.4295006472555096,6.651982892310879,97.17117887296665,39.96353584651398,137.3913475994816,25.0,19.0,0.0,26.4603961091749,Bacterial
Wheat,,,CLAY,Rainfed,33.91472472260375,68.11806880370327,20.315218875914432,9.848170153622778,6.6935199936311625,93.97280922743872,54.23603113699992,100.09503724092275,34.0,101.0,1.0,34.456739841449675,Bacterial
Rice,,kharif,Sandy,Sprinkler,32.62436295382741,84.58691124299446,6.7195284853911765,2.6644440665153564,5.853393586410721,84.25165448982571,59.75739005715721,41.34118492627604,6.0,71.0,0.0,112.86674381956188,Bacterial
rice,SOUTH,Zaid,Sandy,drip,38.92696822918734,63.65298317344582,16.871358669534267,15.895534693854344,6.32760450885791,122.11012387896952,54.0789300452008,18.87682483769079,1.0,32.0,0.0,29.004441184455093,Pest Damage
rice,SOUTH,RABI,CLAY,FLOOD,,54.807838466889734,108.98060935483082,7.814106342606126,3.4851151119465187,112.11058103668559,64.66767783624421,65.73157521048694,54.0,12.0,1.0,67.22053076231546,Pest Damage
cotton,Central,RABI,Silty,Flood,28.425676128087957,92.36685267788889,78.227581564164,1.7076521738151067,7.262586217594977,162.7811056807533,66.40055158438399,63.26958847790874,8.0,80.0,1.0,61.20507346996547,Bacterial
cotton,East,kharif,Sandy,FLOOD,24.02949199172508,72.90854993863717,23.61813388595547,1.0884676327890652,7.571801182694233,126.46272435112868,49.78576055589255,,54.0,81.0,1.0,44.367798643850435,Healthy
cotton,Central,Rabi,Silty,drip,120.0,54.126499706207596,49.49974540005301,5.691402022176302,6.646549001024981,150.2566438400517,48.99594279795341,79.17614064865509,37.0,105.0,1.0,34.412888593128955,Healthy
Wheat,,kharif,loamy,drip,23.497736743927888,55.145622840263286,6.5879090848531945,16.014354151409286,5.706000552325044,114.86336948380948,85.26374015743832,,16.0,70.0,1.0,76.00430277712147,Healthy
Maize,West,,Sandy,Drip,36.68909983843227,64.91311472255333,55.86200841065755,17.237315956206935,6.64778675184704,93.64673847150706,55.25451175743295,60.479295407437604,46.0,53.0,1.0,31.164731968307215,Bacterial
Rice,South,,sandy,Sprinkler,27.411720367969185,68.30745501174609,25.834117386029256,3.082329986305485,6.753881580654089,138.5664304105434,65.92338023484375,77.87587276041961,50.0,74.0,0.0,42.314232589398316,Fungal
cotton,Central,,loamy,Sprinkler,29.22905603123965,76.55575935224965,51.28720740528073,3.3386931288231825,5.518902909003965,86.1342013721744,32.56352345648303,50.13634133253088,51.0,69.0,1.0,60.71294026557362,Fungal
Soybean,Central,Rabi,sandy,,34.83174282116398,48.92820852759898,41.31559492551481,14.237446582907225,7.853066283279015,154.7235167024056,95.92759985995066,79.41092798870991,40.0,34.0,0.0,15.309494026295901,Pest Damage
Wheat,Central,kharif,Loamy,,38.48894264117553,,10.598465000971062,22.97439230485088,8.266598444623646,97.5655997744709,69.13355299622489,104.78299344902557,54.0,35.0,0.0,56.35347479393438,Pest Damage
Soybean,South,,,drip,33.14038678812634,48.0537432424107,71.9976915075145,13.269865506767243,7.122691563391804,142.21061015980803,19.531122809010604,90.62418725217779,20.0,44.0,0.0,51.9757775706315,Pest Damage
Cotton,,Rabi,,Drip,29.855081698778996,79.03527957559353,33.961793613638946,17.081811054736427,4.9276610632523,131.28791581610324,,116.88098980249868,28.0,86.0,0.0,19.029001927210444,Fungal
rice,,,Loamy,Drip,36.4346976798229,67.10252526624359,61.33564944099767,13.809983090528949,6.531460815085924,90.86786756022265,45.60780480427912,79.90159838538627,31.0,37.0,1.0,66.46388116825703,Bacterial
Soybean,north,Zaid,,,21.145093761094138,57.25508271661762,3.94803607531131,2.5160587467871336,6.671646714074939,156.3162893938509,94.20193951495978,76.38223877558738,38.0,84.0,0.0,39.72254243979914,Healthy
Soybean,South,Rabi,sandy,Drip,23.240748164534324,57.97434719698489,38.216893248740995,22.715136256540177,8.516694280740039,177.6138520797773,110.48768016193758,93.5396744919081,15.0,21.0,0.0,76.19023485188615,Healthy
maize,West,Kharif,Sandy,Sprinkler,27.9020030940345,65.69050500909279,13.80589537874599,1.727638454361558,,97.51909497251614,70.63217804268096,77.5575341933217,35.0,52.0,0.0,55.285423928582645,Healthy
Cotton,North,kharif,Silty,Drip,30.55215818338194,85.83271558313999,78.9011551093248,18.236883428535165,4.852660108313115,100.36433295743088,81.91606889206625,111.52805552644486,7.0,101.0,0.0,31.223976412147135,Fungal
Rice,Central,kharif,Sandy,Flood,30.675589066482246,94.74756368583407,119.4360036327092,23.50445347820241,5.963298829998582,122.06121177581956,84.97108794597277,102.77759325549195,20.0,34.0,0.0,40.63808834696301,Fungal
Wheat,,Rabi,Sandy,,35.31930624929387,36.44312921380524,2.297861604298413,7.655932963293687,,146.02986036946024,37.97698538835983,86.71130987402503,37.0,38.0,1.0,,Pest Damage
