crop_type,region,season,soil_type,irrigation_method,temperature_C,humidity_percent,rainfall_mm,leaf_wetness_hrs,soil_pH,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,days_since_last_rain,plant_age_days,pesticide_applied,fertilizer_kg_ha,disease_label,HTI,drought_stress,maturity_stage,maturity_stage_encoded
Rice,South,Kharif,Clay,Drip,27.219167459462284,55.67479466622948,43.9589778109817,15.07106717207578,6.911334236687851,133.84064821572247,25.11034339491858,92.95054268349352,1.0,91.0,0.0,37.74769854974423,Healthy,15.154215592912779,0,Reproductive,2
Wheat,North,Kharif,Silty,Rainfed,29.429398286594232,66.26863957713074,10.957919055818625,22.582105619369003,6.0048821321560135,48.06384142185675,76.66011789331459,81.24289600504272,18.0,98.0,0.0,84.04592837451031,Fungal,19.50246188026142,0,Reproductive,2
Cotton,South,Kharif,Silty,Flood,36.09954573106372,73.06295061945103,139.05536420866764,11.57129113750263,7.546354541721483,162.63714848654075,80.97656117211586,87.68800455187358,10.0,70.0,1.0,55.80000064601894,Bacterial,26.375393271333227,0,Vegetative,1
Soybean,South,Kharif,Loamy,Drip,27.724933123635523,58.796298277355966,79.565813999882,21.125871835621787,7.414875254284012,71.04207586782887,80.13824826288625,47.70720271251259,23.0,64.0,0.0,97.71990285858278,Healthy,16.301234376570207,0,Vegetative,1
Wheat,South,Kharif,Sandy,Sprinkler,29.52404478860927,79.29633323453004,27.92732539252573,14.870014552316936,6.64893429267123,120.11953230797243,59.50445761248208,58.67386021323047,49.0,89.0,1.0,42.404939035962656,Bacterial,23.411484939887504,0,Reproductive,2
Maize,North,Kharif,Loamy,Drip,22.846234147154256,61.84853769576392,27.92732539252573,17.69920029236904,5.8292722400298755,95.14286541789214,55.37013548761871,99.94645911939548,15.0,88.0,1.0,26.17766741499068,Healthy,14.130061738565189,0,Reproductive,2
Wheat,North,Kharif,Loamy,Drip,37.3917568956201,66.26863957713074,2.3382279331443474,11.155972442722115,6.732845646525198,128.86580958903585,48.7541157218935,79.57117107313734,31.0,53.0,0.0,32.29734756517804,Pest Damage,24.77900860871541,1,Vegetative,1
Maize,South,Kharif,Clay,Flood,30.382835235288596,41.670591022452385,16.403086589515958,4.022864153689483,8.861575832646466,65.11555011023528,29.549085902965064,74.93770223112124,57.0,60.0,1.0,30.87992976599484,Pest Damage,12.660707011922671,0,Vegetative,1
Wheat,South,Zaid,Loamy,Drip,27.1464352953491,61.32223797605681,18.911009714159572,2.618290122120023,5.417745701585437,166.4771624031389,70.40095030068153,72.6205581529653,24.0,34.0,0.0,45.74963518745755,Healthy,16.646801653830256,0,Vegetative,1
Rice,North,Rabi,Loamy,Drip,24.63134187406926,55.42687477888896,5.452624812375413,16.375929964584788,7.312098827663536,109.22075162364712,40.59447606741245,96.49413652292228,52.0,105.0,0.0,53.374507705817294,Healthy,13.65238301690041,1,Reproductive,2
Wheat,Central,Kharif,Loamy,Rainfed,29.429398286594232,89.13245114884674,5.1424729400191795,9.03542862627327,6.789131120434192,135.01615851001822,19.077013825981403,110.2796568467528,50.0,34.0,0.0,39.29169037327807,Fungal,26.231144051198143,1,Vegetative,1
Cotton,South,Kharif,Loamy,Drip,24.193994150772877,66.26863957713074,44.1178663406691,13.619587558062548,6.337170192664201,95.98173522874754,86.29622201226547,88.1387443340981,39.0,69.0,1.0,72.92842663875824,Healthy,16.03303078308777,0,Vegetative,1
Maize,South,Zaid,Silty,Rainfed,26.17256948700785,75.3561623582411,10.579586987749254,17.905183966594528,5.562797710470186,169.8267393146313,47.65292039390548,102.32761669722544,57.0,34.0,1.0,50.35774521445698,Bacterial,19.722643955953103,0,Vegetative,1
Cotton,South,Rabi,Silty,Drip,32.002439291115024,44.38087030023426,45.32947913449442,18.87556098810734,8.129796602224673,78.83751120705737,64.87541613024429,54.38860997854631,6.0,72.0,1.0,67.35660353594669,Pest Damage,14.202961074700966,0,Reproductive,2
Cotton,North,Rabi,Loamy,Drip,33.91601049636795,82.4054990721804,31.78960080624293,12.231847886897292,7.668826190965488,41.07035018584092,57.10890063116539,87.85550655032444,59.0,109.0,1.0,51.09676617416367,Bacterial,27.948657714905103,0,Reproductive,2
Rice,North,Kharif,Loamy,Sprinkler,34.43755553752615,51.174674450358296,92.69327165167913,7.548057529514707,7.308210052622128,160.88732576087773,82.64958912941864,96.62196138609433,17.0,81.0,1.0,40.22046666794831,Pest Damage,17.623306934990342,0,Reproductive,2
Maize,South,Rabi,Clay,Flood,26.78561386173912,95.2174015321606,63.81545945063766,18.6211265912476,6.690172523361155,84.71454227787514,30.567436205096907,80.32164622268782,7.0,61.0,1.0,43.98251269983655,Fungal,25.504565503586203,0,Vegetative,1
Rice,North,Kharif,Silty,Drip,26.49570907301268,47.98907249139958,6.565375588841002,9.968286555942502,4.5885481880431955,117.90286191630474,75.25917687526876,87.9413891375954,43.0,109.0,0.0,15.283427662488805,Healthy,12.71504503415839,1,Reproductive,2
Maize,South,Kharif,Sandy,Flood,31.25170292030912,42.05234717715676,37.68091402830689,22.48153818270463,6.742236441003751,166.7515595354759,59.06275779608166,87.2407878900214,50.0,113.0,1.0,92.0761073398364,Bacterial,13.14207461082203,0,Reproductive,2
Wheat,Central,Zaid,Clay,Flood,29.9340694098527,82.52417205767185,42.35183350686201,19.78972858221872,5.577918947068208,107.84130998488271,69.0896823252509,51.294288118117024,31.0,89.0,1.0,51.71940537155186,Fungal,24.702842943649756,0,Reproductive,2
Rice,North,Kharif,Sandy,Flood,29.429398286594232,76.09089451592982,79.23586320183361,17.92600148125114,7.603922915689633,127.80877161510286,51.909266173448216,76.37170070520659,3.0,89.0,1.0,44.59699375014033,Bacterial,22.393092406925277,0,Reproductive,2
Maize,North,Zaid,Loamy,Drip,28.334128266967767,74.79043403129225,40.97249837669242,5.789859182966427,7.3531492061448605,144.44909699538002,52.54839735315144,45.78217062923704,20.0,15.0,1.0,27.984885116425392,Healthy,21.191217509848258,0,Seedling,0
Cotton,Central,Rabi,Silty,Sprinkler,29.22163306443519,62.806810537003045,6.066148811733505,8.706288141711768,7.3312961438428275,120.9015415611832,78.37999352906257,52.18308285589258,12.0,47.0,1.0,48.74819949004082,Healthy,18.353175714598045,0,Vegetative,1
Wheat,East,Rabi,Clay,Drip,35.39045318595675,77.3492925992024,11.960465954906606,12.025019153066173,8.457116895809301,159.03328358782002,60.274004383228096,73.05686976062952,32.0,23.0,1.0,13.421284580211063,Pest Damage,27.374265186989437,0,Seedling,0
Wheat,North,Rabi,Sandy,Drip,22.756199134366188,66.26863957713074,40.600152713712816,0.5553543959895695,4.9349891306372555,141.16183043892184,49.462528976048446,78.30263947001272,23.0,94.0,0.0,63.49243624677688,Healthy,15.080223585807275,0,Reproductive,2
Wheat,South,Kharif,Loamy,Flood,31.43719664786796,32.16945285848308,97.1905536952056,18.75524990644468,4.471691761768935,93.1792586952763,55.1550156341642,101.59816612196948,49.0,98.0,1.0,31.65618425437311,Pest Damage,10.113174155664508,0,Reproductive,2
Rice,East,Kharif,Clay,Flood,38.57370558554223,46.146698595714,88.85088467425008,9.699637415900282,7.401004111523117,141.95284175080408,31.024393287880688,76.15860475896797,5.0,117.0,0.0,81.13293896538813,Pest Damage,17.800491653758268,0,Reproductive,2
Cotton,East,Kharif,Sandy,Flood,28.48600483612198,64.07375623337997,17.800650214178667,19.184377839549192,5.032500461219005,118.9691365912724,54.627104843592576,102.5851075453521,20.0,101.0,1.0,77.15295484752588,Bacterial,18.252053299325627,0,Reproductive,2
Soybean,West,Rabi,Loamy,Flood,26.874340080887897,69.95460798845625,71.03701405895738,13.257405543460653,6.529887972791595,120.11953230797243,55.856229428883466,80.32164622268782,30.0,15.0,1.0,31.900424272103272,Bacterial,18.799839253069702,0,Seedling,0
Cotton,Central,Kharif,Loamy,Rainfed,29.429398286594232,56.50766117015747,-1.0,12.643360821415412,6.171717876991478,129.97254306990422,73.73153009021834,65.31853061783886,43.0,46.0,1.0,63.72943873216015,Bacterial,16.629864668204796,1,Vegetative,1
Soybean,North,Kharif,Loamy,Drip,35.84172489787586,53.57243361899063,24.9704329754803,16.838192362716967,6.586637728892775,147.6163907825823,49.46222311489588,63.39264700322953,43.0,83.0,0.0,84.59385632165781,Pest Damage,19.20128427881578,0,Reproductive,2
Wheat,North,Rabi,Loamy,Flood,27.61863684975636,58.7982543849321,17.285946973928624,19.352012088365584,6.3290729588196735,91.11967985865653,22.303034139868664,73.08808286592016,29.291666666666668,119.0,1.0,89.69418138285178,Healthy,16.239276352570343,0,Reproductive,2
Cotton,North,Kharif,Sandy,Drip,28.714513918418884,93.0343456777792,45.35334909534213,16.642915091765687,6.7987760544073055,159.16391956948073,60.62608767184242,78.27415443538601,57.0,16.0,0.0,73.18366916270965,Fungal,26.714360138555843,0,Seedling,0
Wheat,South,Kharif,Loamy,Drip,24.38949505427423,59.604421006764696,36.611410816728515,10.8171433398773,4.757410086773641,157.31734025302126,50.47134798030197,67.84541899272432,8.0,84.0,0.0,62.93016492897614,Bacterial,14.537217313573667,0,Reproductive,2
Wheat,North,Rabi,Clay,Drip,28.66189241292149,89.6566054525152,27.92732539252573,7.700065836692377,7.852089622375363,101.02877715838676,36.2672106771447,69.10513660015407,33.0,21.0,1.0,43.92083654960523,Fungal,25.697279795877407,0,Seedling,0
Wheat,South,Kharif,Sandy,Drip,26.94373675763836,79.77795651110476,57.560504644723935,20.29511709283234,6.4567205468651485,172.75896648369385,66.46020434368668,76.44961436192426,0.0,18.0,1.0,65.34544474907167,Fungal,21.49516259297528,0,Seedling,0
Soybean,North,Kharif,Loamy,Drip,28.974274718600626,76.65244654908936,19.07922726573595,12.498662859138149,6.648720207731422,114.79788061540064,67.23918518434311,79.41921883369261,18.0,56.0,1.0,26.96800569305418,Fungal,22.209490441661657,0,Vegetative,1
Cotton,South,Kharif,Clay,Sprinkler,33.820702679475296,80.31517332876801,35.12005793596382,18.803058035276447,5.453166645954639,137.01839426466233,72.20600787249687,62.07233850934833,1.0,14.0,1.0,78.67107051363783,Bacterial,27.16315597802787,0,Seedling,0
Maize,North,Rabi,Loamy,Drip,37.826690052703505,41.54233414737785,19.928415269869436,23.8972186349593,6.728457467728547,106.15011002648204,67.54347164747773,56.89936067876066,19.0,35.0,1.0,96.30450271388295,Pest Damage,15.714089978587028,0,Vegetative,1
Maize,West,Kharif,Silty,Sprinkler,27.817029635565515,66.26863957713074,4.971616479431961,15.453301926455172,7.07737927902045,144.5849044890139,74.70473711103837,70.27734073000852,54.0,100.0,1.0,40.82241936767021,Healthy,18.433967110256557,1,Reproductive,2
Maize,South,Kharif,Sandy,Rainfed,33.71097161877621,39.57290268218184,7.0310509900593186,6.680308674150938,6.317378902748651,106.65136499928296,66.70373748785669,50.50327004905443,4.0,114.0,1.0,33.22584473862091,Pest Damage,13.340409991916252,0,Reproductive,2
Cotton,Central,Rabi,Silty,Drip,22.78057130961485,66.99329859546351,42.77055264965938,20.773358566268065,6.403489564110618,124.79212088258755,100.45398609689374,94.5501477323617,35.0,115.0,1.0,46.826009705336105,Bacterial,15.261456159202769,0,Reproductive,2
Maize,West,Kharif,Loamy,Drip,31.07366508654213,56.35745501861424,66.68763665513991,6.568153141868369,5.502555730322836,41.43805565266189,89.45784837680222,108.65013203431933,16.0,56.0,1.0,69.25239145799614,Pest Damage,17.512326823782818,0,Vegetative,1
Rice,North,Kharif,Loamy,Flood,29.822846827378054,72.2924927691688,25.279296101367308,6.249623240611051,4.054512923880386,105.84505228911208,64.74550280630059,48.35521103924923,11.0,49.0,1.0,53.86015518875612,Bacterial,21.559679386242568,0,Vegetative,1
Rice,North,Kharif,Loamy,Drip,31.687563959548843,55.390364374963745,15.75651517928515,1.7744885207318504,6.44021743836493,103.04354311588048,60.274004383228096,73.98710535477136,21.0,87.0,0.0,67.97312605909731,Bacterial,17.551857138743795,0,Reproductive,2
Cotton,North,Kharif,Silty,Rainfed,29.429398286594232,64.76350159840209,16.408905168290683,12.025019153066173,5.391831785244007,63.258594135431466,97.40389339952024,62.59892223488346,44.0,70.0,0.0,50.621697951943325,Healthy,19.059508829738572,0,Vegetative,1
Maize,Central,Kharif,Clay,Drip,29.429398286594232,44.358813238188176,36.41704812960915,20.695712830043146,6.221526216045351,143.0530551129334,54.65912044117944,81.98641003312947,39.0,90.0,0.0,85.79403689408895,Pest Damage,13.054531823072887,0,Reproductive,2
Soybean,North,Rabi,Clay,Rainfed,28.714849632566946,55.71301355217114,25.221128540368788,5.537508362306348,8.511096441966082,108.43140096787242,72.52895459366775,71.11435983914015,24.0,81.0,1.0,66.65132134353132,Healthy,15.997908067277587,0,Reproductive,2
Wheat,South,Kharif,Silty,Drip,35.96550557006831,42.01656017822489,0.0295591400556681,2.6085163565715304,6.755979206135231,65.45943474173023,69.44822408957333,108.00607163196436,36.0,10.0,1.0,34.53505500253199,Pest Damage,15.111468291250576,1,Seedling,0
Wheat,West,Rabi,Loamy,Drip,32.65592691314916,66.26863957713074,59.04385709072601,8.462111852912429,5.590585570519533,138.04912869595438,57.66421526205254,93.12914054493734,59.0,51.0,1.0,15.25614230738188,Pest Damage,21.640638506646052,0,Vegetative,1
Rice,North,Rabi,Loamy,Drip,24.299230803166004,65.38902053524664,6.1408722029066105,17.125058542997138,5.569525946693067,152.68482574046513,50.39397787175968,69.08234257159496,29.0,41.0,1.0,75.6271997927583,Healthy,15.889029019789199,1,Vegetative,1
Wheat,South,Kharif,Clay,Drip,27.93094842298587,64.21741136995173,44.93383612014394,8.151145335190424,7.42706762999144,115.9660811396585,53.10557961644142,74.22523664345624,8.0,79.0,1.0,59.35046754545705,Healthy,17.936532048317883,0,Reproductive,2
Cotton,North,Kharif,Loamy,Flood,31.407285866007083,69.25245811597863,16.876825127691266,7.42272161183453,5.433641049542207,120.11953230797243,6.385722463222407,45.26083521026943,29.291666666666668,67.0,1.0,68.37339111214106,Bacterial,21.750317489722228,0,Vegetative,1
Rice,East,Kharif,Loamy,Rainfed,17.443507135245447,58.27980962578913,34.51024374226199,11.71357750797203,4.484412450716576,63.48292979855541,36.63627122459701,80.32164622268782,18.0,41.0,0.0,75.73055565201457,Healthy,10.166042750481989,0,Vegetative,1
Maize,North,Rabi,Loamy,Rainfed,29.836858623111013,48.26637420228769,77.27325429559966,0.5088034468967093,6.492166994961363,83.26333655004763,50.182937366991986,96.71561074721453,46.0,55.0,0.0,46.5591452633784,Pest Damage,14.401169833238304,0,Vegetative,1
Rice,North,Zaid,Loamy,Sprinkler,23.81620159978266,66.55094108755985,6.7023275867888294,11.785763345052978,8.702070027134463,95.10802301015744,61.00325166488853,58.99747847008703,57.0,78.0,0.0,68.74682420280033,Healthy,15.849906295965843,1,Reproductive,2
Maize,West,Kharif,Clay,Drip,26.19011707454175,64.14500307694122,60.13744136636534,23.760456528567207,6.553492965864759,171.29191155653956,71.84829059389467,47.50553062149991,6.0,30.0,0.0,50.38220664304408,Healthy,16.799651403319317,0,Vegetative,1
Wheat,North,Kharif,Silty,Drip,39.10456707124573,40.858063425963294,1.562460544095632,19.18436640967918,6.457921863431062,113.87626877094688,48.503878491678016,105.72622193372489,21.0,102.0,0.0,51.8521568193324,Pest Damage,15.977368816417938,1,Reproductive,2
Cotton,South,Kharif,Sandy,Flood,36.313704777891786,74.75442304912423,101.71935689052395,1.691803179883486,5.174525899797866,120.11953230797243,73.64092698682451,85.52064047838697,56.0,100.0,0.0,91.1469305825914,Bacterial,27.146100494475263,0,Reproductive,2
Rice,North,Rabi,Loamy,Flood,39.87158423696643,45.559378176175514,9.005147378085475,15.715739756620426,4.969010433033989,101.55135553302428,55.428082498915145,83.73425055599617,20.0,23.0,1.0,51.28465237531418,Pest Damage,18.16524584735192,0,Seedling,0
Soybean,North,Kharif,Sandy,Drip,27.65931230562865,88.65964215582669,63.2755741888012,11.06669311534264,6.666797769940503,152.1192693541608,52.78168788670103,84.75159085384662,27.0,110.0,1.0,25.53796068141501,Fungal,24.522647312932897,0,Reproductive,2
Rice,South,Kharif,Sandy,Drip,39.70538162288454,79.4628542709498,2.783457328890344,19.829965612797892,7.910507651854702,136.6551801794879,61.03788840175677,50.96263602600472,25.0,50.0,1.0,27.86706733668778,Bacterial,31.551029536717223,1,Vegetative,1
Wheat,North,Zaid,Clay,Flood,29.368167489337957,71.49365713794631,15.843275990008948,2.3646291780539803,6.492166994961363,120.11953230797243,74.67853280370642,74.06393735505146,38.0,66.0,1.0,71.38879404765616,Bacterial,20.996376972525095,0,Vegetative,1
Cotton,West,Kharif,Loamy,Rainfed,26.75635197171136,74.36448577903042,40.15544338321207,5.585491462827567,6.380080048604917,114.94158855600912,55.31512204747586,123.6621344158448,35.0,108.0,1.0,53.364394548132054,Bacterial,19.897223556990618,0,Reproductive,2
Cotton,South,Zaid,Silty,Flood,25.03178423291268,69.95225383643691,43.01435118931408,18.98738592711895,6.914181853058027,120.11059473135124,67.29937942030473,58.28872178228187,25.0,57.0,1.0,47.937642309099914,Bacterial,17.51029724639627,0,Vegetative,1
Soybean,South,Kharif,Silty,Sprinkler,36.30041381523576,54.13055898028159,48.00050535578217,20.38078411344035,7.764716098086685,124.67525474284577,74.91304454309588,65.87504120664873,25.0,98.0,1.0,56.05562231805731,Bacterial,19.64961691034248,0,Reproductive,2
Rice,South,Rabi,Clay,Rainfed,34.36298069753533,99.63013136858788,17.28421777729207,12.7035783990084,8.539990144551204,114.17317173429969,70.89690262223186,103.73281186962654,38.0,59.0,1.0,50.44046342645285,Fungal,34.235882811116944,0,Vegetative,1
Cotton,Central,Rabi,Loamy,Drip,21.312415142864403,58.831589552858766,43.86555682809874,0.4727286473069165,6.640688419519206,123.064930741407,46.64482806436724,107.42627574416365,34.0,33.0,1.0,67.47614958583324,Healthy,12.538432600651303,0,Vegetative,1
Wheat,North,Rabi,Loamy,Drip,31.36319315365344,56.73473829893359,22.379732285848917,21.449160556909156,6.492166994961363,110.9804694506636,50.407937247080326,51.242169602791535,17.0,100.0,1.0,39.90937814498827,Bacterial,17.79382555791434,0,Reproductive,2
Wheat,South,Rabi,Clay,Drip,18.55689028219944,58.8434068124942,33.38104999190869,9.186365424575415,5.498357040150747,94.32982597461692,71.67464350279306,81.68342095553328,17.0,80.0,0.0,66.39441494253478,Healthy,10.919506440502818,0,Reproductive,2
Soybean,South,Zaid,Loamy,Flood,31.281880664096317,75.7369689875455,31.694530240672112,0.9523328205142408,6.3990116553358005,112.09447537409054,57.2933314441898,112.7290919073692,16.0,99.0,1.0,63.522958083814416,Bacterial,23.691948257287617,0,Reproductive,2
Rice,North,Zaid,Silty,Drip,25.75163388497009,63.32527552916287,7.363638426405897,19.651493900391724,6.034773030850886,129.9044982134172,44.41420126284371,78.61787689379787,25.0,68.0,1.0,57.33429097092741,Healthy,16.30729311091858,1,Vegetative,1
Maize,North,Kharif,Sandy,Flood,32.535042296216915,72.8732796323707,74.9878018019571,10.033658936523702,7.997506573516967,98.17331808483094,60.88822784894299,73.03705880686371,33.0,74.0,0.0,38.77715984533561,Bacterial,23.70935235103223,0,Reproductive,2
Wheat,South,Kharif,Sandy,Drip,36.24713906783329,77.38195441835586,80.73871822785202,4.559766970299287,7.948691478889008,132.62960636399112,75.55669313724492,79.44437633370462,50.0,37.0,1.0,72.9396328720726,Bacterial,28.048744631428814,0,Vegetative,1
Wheat,North,Kharif,Clay,Rainfed,21.30857182546825,62.94871527014045,9.11244513041973,19.237878346068072,6.676514686124502,144.89047292867028,78.28097512894654,113.4684653757334,45.0,30.0,0.0,76.29465217807075,Healthy,13.413472206547375,1,Vegetative,1
Rice,North,Kharif,Loamy,Drip,29.429398286594232,70.08664917884637,21.55072877535147,10.98517624469324,6.155509564179595,130.23525336983462,80.42203048825029,80.92943823555103,36.0,46.0,1.0,16.26261473442061,Healthy,20.626079132570727,0,Vegetative,1
Wheat,West,Kharif,Silty,Drip,21.67772486319787,62.579912163754535,25.01025416771376,14.587429523060342,6.702562738325008,103.15045039951733,60.63691765354405,46.22669967650926,53.0,25.0,1.0,57.46572851428643,Healthy,13.565901178489606,0,Seedling,0
Cotton,South,Rabi,Silty,Flood,29.429398286594232,76.58980460498483,27.92732539252573,19.754914169273913,6.150736792758147,122.8803876829332,67.64036732201195,87.87633622622727,34.0,79.0,1.0,31.70798297668219,Bacterial,22.53991864412528,0,Reproductive,2
Cotton,North,Kharif,Clay,Sprinkler,37.53813502666822,49.09330407583124,0.9009754038565588,12.538130136995896,8.05218977398993,124.60432407269234,82.095728814343,114.80776755357653,29.291666666666668,30.0,0.0,48.08270292002833,Pest Damage,18.428710773038343,1,Vegetative,1
Soybean,Central,Rabi,Sandy,Rainfed,29.429398286594232,71.0381776781949,56.887662525404735,2.651472769666202,7.250714519696074,125.97871240253116,47.23217523295,61.01011422459209,49.0,63.0,1.0,51.511710953392395,Healthy,20.906108244454455,0,Vegetative,1
Wheat,South,Rabi,Loamy,Drip,32.665355463802626,74.06429509455211,79.20798077362812,23.13028380927707,5.879028385026029,164.7003896176435,79.55094922007315,51.24255679024597,15.0,11.0,1.0,60.215609223590754,Bacterial,24.19336526439518,0,Seedling,0
Wheat,East,Rabi,Loamy,Drip,30.356036809030847,82.2859769472359,27.92732539252573,6.87697217863731,5.182896382694205,85.25816827316297,73.95998636528132,72.87393582297375,51.0,25.0,1.0,51.56632621618385,Fungal,24.97876145077357,0,Seedling,0
Cotton,South,Rabi,Loamy,Drip,27.020158658016364,73.39865491951572,90.77721415624828,23.861986357314997,5.401965245157495,126.20489539273603,74.04175448685102,95.50768636747554,20.0,24.0,1.0,44.992928491197205,Fungal,19.83243301210308,0,Seedling,0
Rice,South,Kharif,Clay,Rainfed,33.93854742136346,44.57857605591285,76.12879979638248,0.1445889131147089,7.3600274008700834,107.99592593006416,26.216941319390862,58.221777219219014,58.0,25.0,0.0,59.05268651951943,Pest Damage,15.129321174504557,0,Seedling,0
Rice,North,Kharif,Silty,Rainfed,29.429398286594232,63.43831818524715,31.257873662810624,11.610913398116004,6.492166994961363,82.63013592541034,49.01304538285218,80.32164622268782,16.0,105.0,1.0,25.97702148057258,Fungal,18.66951532505332,0,Reproductive,2
Cotton,North,Rabi,Loamy,Rainfed,23.789324111309018,83.00789577735901,12.848545499779917,16.918439923054105,6.423416500571847,82.26210420310537,47.6692320961966,85.561442376121,13.0,110.0,0.0,46.84850840394781,Fungal,19.747017364453527,0,Reproductive,2
Wheat,South,Kharif,Loamy,Rainfed,22.30812045572734,63.48536029979502,9.30198976065362,21.751246416440356,5.261251529386443,146.32090774745134,88.46536604897892,98.93280861593762,0.0,77.0,0.0,48.311398168198714,Healthy,14.162390647430778,0,Reproductive,2
Maize,South,Kharif,Sandy,Drip,23.722690381673917,57.96214689099962,26.865248158735437,18.728086689179037,7.650072479667685,77.87547482146577,42.31668662458196,22.08433470900749,51.0,67.0,1.0,35.38495960429515,Healthy,13.750180645522873,0,Vegetative,1
Wheat,Central,Kharif,Sandy,Drip,24.113003163743716,62.43537011409111,28.30641120688346,6.135067648577297,5.4706432464145625,128.9615433121409,38.67346823364003,77.22202981321763,36.0,94.0,1.0,16.501199412495325,Healthy,15.055042770905887,0,Reproductive,2
Soybean,East,Kharif,Silty,Drip,26.150701395121196,65.9651608500862,42.20698212276866,5.839305790318302,6.112231170747082,123.9442179258628,35.68756298528237,78.20352689592846,40.0,36.0,1.0,55.23779895616731,Healthy,17.250352238717436,0,Vegetative,1
Rice,South,Rabi,Silty,Flood,38.951619047341,75.87603255278401,64.70635544755555,8.558079982191096,6.492166994961363,94.25756277986903,52.52511213799035,57.49026158046693,29.291666666666668,33.0,1.0,34.32359983533717,Bacterial,29.55494314819687,0,Vegetative,1
Maize,North,Kharif,Sandy,Drip,30.837788755811136,83.89820470601609,27.92732539252573,2.6529648170198064,5.460758285099114,145.08232888726653,68.06313095520612,105.6490331161958,20.0,79.0,1.0,28.336384088996738,Fungal,25.87235113715924,0,Reproductive,2
Maize,East,Zaid,Loamy,Sprinkler,30.859528762988063,81.2618263805255,63.64052658719939,16.069757889484915,7.1405770025850295,84.5537557955819,96.72301782227332,118.8341032449676,46.0,43.0,1.0,50.44046342645285,Fungal,25.07701668522769,0,Vegetative,1
Rice,Central,Rabi,Sandy,Drip,26.853056838433893,69.55267148558126,95.8957578552242,22.59020022109993,6.471089700639841,103.52768747208744,52.36072615199092,86.79009605787199,3.0,47.0,0.0,37.42219905591824,Healthy,18.67701840667234,0,Vegetative,1
Maize,East,Kharif,Sandy,Rainfed,23.47663152758018,75.72922130023407,27.67539905260154,15.410505145792722,5.118755257877876,87.26233933333381,44.841463475618745,80.79986929281107,34.0,52.0,1.0,37.49732928145883,Healthy,17.77867024336172,0,Vegetative,1
Cotton,East,Kharif,Clay,Drip,33.72848097593508,59.28853235489704,1.5864315059050125,12.800967100075669,6.524165059613934,142.9458185705463,60.274004383228096,55.71461474080756,17.0,91.0,0.0,73.61187269981409,Bacterial,19.99712135623256,0,Reproductive,2
Soybean,North,Kharif,Clay,Flood,34.50211480558123,60.15763780607084,2.128866331323936,12.080381184915511,6.024914721347004,155.5063484660461,94.23426063800966,69.04225125994597,9.0,30.0,0.0,33.04077508178905,Pest Damage,20.7556572601763,0,Vegetative,1
Rice,South,Kharif,Loamy,Drip,21.82123454889375,58.57490251164427,12.505640223103466,14.222715052313024,5.484492095257857,120.11953230797243,60.274004383228096,106.10026782730642,28.0,88.0,1.0,41.61396855909082,Healthy,12.78176686385175,0,Reproductive,2
Rice,North,Zaid,Loamy,Flood,35.53679518681448,59.40893096188041,38.07528811136877,17.05471019670732,7.108216489380984,196.17783963457944,49.648357735917656,97.68011843376242,40.0,39.0,0.0,28.018681173942145,Pest Damage,21.112030118599456,0,Vegetative,1
Maize,North,Rabi,Clay,Flood,38.3192278296062,66.26863957713074,16.332214515437183,19.079984491764883,6.491766794344909,133.3720112880762,64.31962425466872,81.25648087002924,49.0,50.0,0.0,63.47053997576212,Bacterial,25.393630979141314,0,Vegetative,1
Maize,North,Rabi,Loamy,Sprinkler,32.95426450456831,64.89037274520135,7.267767965507801,16.759708118517864,6.1710785149919225,138.96587157663473,63.751534898825675,63.9090952382473,1.0,15.0,1.0,45.68305437665831,Bacterial,21.384145072453954,0,Seedling,0
Cotton,West,Kharif,Clay,Rainfed,29.429398286594232,88.7668476716404,76.01704355114259,16.92076494659378,5.070340214327888,150.19564870918913,104.31620915296426,116.11886374277036,7.0,71.0,1.0,51.701414511785735,Fungal,26.123549147741457,0,Reproductive,2
Soybean,North,Zaid,Loamy,Flood,23.318125346874396,51.314992880775,167.97426395202268,22.84161142324036,6.719665091930738,99.82992455825082,48.97778038535438,68.89080121891931,58.0,46.0,1.0,48.201743340585786,Healthy,11.96569436167879,0,Vegetative,1
Soybean,North,Kharif,Sandy,Drip,29.429398286594232,67.86625973676423,0.671262102776508,21.58424148763962,6.5031957718638775,132.24998290815367,37.056504746483085,62.66381123771916,33.0,24.0,0.0,20.838018569934405,Healthy,19.972631880146885,1,Seedling,0
Wheat,North,Kharif,Sandy,Sprinkler,30.507765329344338,75.18626467722866,3.747120565642175,19.774159642963365,4.370847428889057,90.99148645952548,44.51876533023638,49.07521847122333,56.0,27.0,1.0,38.79668665829087,Bacterial,22.937649187628637,1,Seedling,0
Cotton,North,Zaid,Loamy,Rainfed,27.13553190846665,81.14378778541638,27.67302260808348,1.040645783044397,8.474141279404055,80.45699397113704,81.79416000584769,84.93679301420238,10.0,19.0,1.0,59.06788408801198,Fungal,22.01879842625012,0,Seedling,0
Cotton,North,Zaid,Clay,Sprinkler,38.62091097389675,46.9495924722744,16.47948810205762,16.052816330102573,6.492166994961363,152.76636059232996,59.73423872236129,113.96303456132702,43.0,76.0,1.0,59.99648442237248,Pest Damage,18.132360311324422,0,Reproductive,2
